game_date,pitch_type,release_speed,pfx_x,pfx_z,description,zone,stand,balls,strikes,on_base_any
2026-07-03,SI,92.4,-1.02,0.9,ball,12,L,2,0,0
2026-07-03,FF,91.5,-0.21,0.9,called_strike,5,L,3,0,0
2026-07-03,FF,93.9,-0.26,0.98,hit_into_play,4,L,3,1,0
2026-07-03,SL,88.6,0.29,0.38,ball,11,R,0,0,1
2026-07-03,FF,94.5,-0.24,0.7,ball,14,R,1,0,1
2026-07-03,SL,88.8,0.52,0.5,hit_into_play,14,R,2,0,1
2026-07-03,CU,79.0,0.97,-0.44,called_strike,7,L,0,0,1
2026-07-03,SL,90.6,0.5,0.33,ball,11,L,0,1,1
2026-07-03,CH,85.0,-0.22,0.44,swinging_strike,8,L,1,1,1
2026-07-03,CH,86.4,-0.23,0.5,hit_into_play,8,L,1,2,1
2026-07-03,SL,88.6,0.42,0.37,hit_into_play,1,R,0,0,1
2026-07-03,CU,79.2,0.47,-0.4,called_strike,1,L,0,0,0
2026-07-03,FF,93.3,-0.08,0.98,foul,9,L,0,1,0
2026-07-03,CH,84.8,-0.17,0.39,swinging_strike,7,L,0,2,0
2026-07-03,FF,92.2,-0.41,0.89,called_strike,4,L,0,0,0
2026-07-03,SL,88.1,0.46,0.47,called_strike,7,L,0,1,0
2026-07-03,CH,85.0,-0.28,0.37,foul,5,L,0,2,0
2026-07-03,SL,94.5,0.25,0.65,ball,12,L,0,2,0
2026-07-03,CH,85.4,-0.21,0.62,hit_into_play,8,L,1,2,0
2026-07-03,CU,79.8,0.57,-0.44,ball,14,R,0,0,0
2026-07-03,CU,81.5,0.78,-0.7,foul,8,R,1,0,0
2026-07-03,SI,95.6,-0.69,0.33,ball,14,R,1,1,0
2026-07-03,SL,88.4,0.7,0.27,swinging_strike,11,R,2,1,0
2026-07-03,FF,96.4,-0.09,0.9,swinging_strike,14,R,2,2,0
2026-07-03,FF,91.3,-0.29,0.97,called_strike,3,R,0,0,0
2026-07-03,SL,87.5,0.49,0.55,foul,1,R,0,1,0
2026-07-03,CH,84.0,-0.45,0.5,ball,13,R,0,2,0
2026-07-03,ST,83.1,1.15,-0.34,ball,14,R,1,2,0
2026-07-03,SL,87.4,0.21,0.49,foul,5,R,2,2,0
2026-07-03,CH,83.8,-0.59,0.67,swinging_strike,14,R,2,2,0
2026-07-03,FF,91.6,-0.53,0.92,called_strike,7,L,0,0,0
2026-07-03,ST,80.8,0.9,-0.2,hit_into_play,6,L,0,1,0
2026-07-03,SL,89.2,0.49,0.54,called_strike,1,L,0,0,0
2026-07-03,CH,84.1,-0.06,0.64,hit_into_play,1,L,0,1,0
2026-07-03,SL,89.7,0.47,0.53,ball,14,R,0,0,0
2026-07-03,FF,95.5,-0.21,0.99,swinging_strike,14,R,1,0,0
2026-07-03,FF,96.7,-0.27,1.11,ball,14,R,1,1,0
2026-07-03,SI,93.0,-1.03,0.62,swinging_strike,13,R,2,1,0
2026-07-03,CH,85.1,-0.14,0.56,ball,14,R,2,2,0
2026-07-03,FF,94.6,-0.44,1.15,foul,5,R,3,2,0
2026-07-03,ST,81.5,1.06,-0.3,foul,12,R,3,2,0
2026-07-03,FF,94.9,-0.08,0.76,swinging_strike,1,R,3,2,0
